Name,Grade,Engagement,Socio-Economic Status,First Generation Student,LMS Interactions
Melissa Smith,24,Low,Low,False,86
Bethany Schaefer,27,Medium,Medium,False,93
Ashley Cook,33,Low,High,False,37
Joseph Vega,62,Medium,High,False,48
Michael Shah,21,Low,Medium,False,37
Jenna Acosta,63,Low,Low,False,73
Allen Blair,96,Low,Low,True,14
William Green,11,High,Low,True,45
Douglas Duncan,95,Low,High,False,29
Brenda Valdez,52,Low,Low,False,33
Gabriela Woods,58,High,Medium,True,81
Robert Cunningham,50,Medium,Low,True,34
Nancy Cochran,97,High,Low,True,21
Aaron Murray,1,High,Low,False,12
Anthony Mullins,6,High,Medium,True,64
Lynn Curtis,72,Medium,Low,False,5
David Carlson,32,Medium,Medium,False,59
Laura Robinson,87,High,High,False,66
Micheal Santos,97,High,Medium,False,46
Connie Shields,12,Low,Low,True,76
Debbie Alexander,47,Low,Medium,True,58
Melissa Murphy,12,High,Medium,True,60
Andrew Alexander,34,Medium,High,True,77
Jason Meza,85,Medium,Low,False,1
Matthew Burton,60,High,Medium,True,97
Margaret Golden,95,High,Low,False,80
Aimee Gonzalez,63,High,High,False,14
Jerry Kelly,87,Medium,Low,False,59
Jacqueline White,97,Medium,Low,True,46
Lee York,91,High,Low,True,21
Michael Boyd,88,Low,Low,False,82
Joshua Taylor,92,Low,Low,False,37
David Maldonado,8,High,High,True,90
John Serrano,53,Medium,High,False,99
Scott Ray,82,Medium,Low,True,98
Rachel Rios DDS,83,Low,Medium,True,66
Lance Swanson,44,Low,High,False,64
Alexandria Decker,20,Low,High,True,29
Kenneth Thomas,19,Low,Low,True,72
Jordan Finley,16,Low,Low,False,92
Madison Dixon,28,Medium,Low,True,65
Christine Jackson,1,Low,High,True,26
Ronald Edwards,76,High,Low,True,58
Crystal Garcia,10,High,High,False,81
Tammy Smith,38,Medium,Low,True,10
Brittney Boone,60,High,Medium,True,96
Joseph Reilly,33,Medium,Low,False,35
Michael Walton,83,Medium,Low,False,54
Bianca Hunt,21,Low,Low,False,96
Kenneth Roberts,7,Medium,Medium,False,13
Connie Thomas,70,Low,Medium,False,59
Michael Walter,21,High,Medium,False,75
Anna Hooper,24,Medium,Low,False,21
Lauren Cuevas,50,High,High,True,21
Rhonda Townsend,89,High,Medium,False,23
Wayne Mitchell,86,High,High,True,85
Matthew Tanner,15,Low,Low,False,58
Mary Ortiz,92,Low,Low,True,21
Stephen Mccarthy,86,Medium,High,False,68
Ashley Dixon,20,Medium,High,True,57
Alexis Perkins,69,Low,High,False,2
Brett Ortiz,3,High,High,False,50
George Sharp,3,Medium,High,True,95
Angela Kent,52,High,Low,True,34
Jessica Delgado,7,High,High,True,74
Carol Malone,30,Medium,High,False,46
Karen Bailey,64,Low,Medium,True,28
Thomas Ferguson,10,High,Low,True,70
Joseph Hawkins,22,Low,High,True,74
Timothy Holloway,8,High,Low,False,3
Sean Gonzalez,80,Medium,Low,True,6
Aaron White,39,High,Low,True,7
Matthew Kennedy,74,Medium,High,True,60
Zachary Cole,44,Low,High,False,62
Jeremy Gonzalez,93,Low,Medium,False,39
Caitlin George,20,Medium,Medium,True,2
Joseph Richards,9,Low,Medium,False,29
Michael Hudson,54,Medium,Medium,True,97
Luke Swanson,75,Low,Medium,False,27
Joseph Smith,52,Low,High,True,60
Carol Scott,81,High,Low,False,57
Michael Valdez,2,Low,Medium,True,61
Daniel Moody,68,Low,High,True,96
Lauren Price,66,Low,High,True,15
Beth Zuniga,28,Low,Low,True,72
Donna Young,14,High,Medium,False,57
Sally Sims,85,High,Medium,True,7
Kimberly Wilson,100,Low,High,False,8
Teresa Clark,21,High,Low,True,27
Stephanie Chan,75,High,High,True,78
Karen Moore,99,Low,Medium,False,89
Kevin Mccann,52,Medium,High,True,12
Laurie Reyes,30,Low,Low,False,38
Ronald Morton,98,High,High,True,67
Michelle Gomez,18,Low,Medium,False,34
Haley Gonzalez,7,Low,Low,True,22
Jeremy Fox,43,Low,Medium,True,60
Jill Blackwell,80,Medium,Medium,True,71
William Howard,55,Medium,Low,True,26
Antonio Rogers,54,Low,Low,True,23
Meghan Thomas,52,Medium,High,True,76
Jasmin Martin,92,High,Medium,True,77
Sarah Howard,15,Low,Low,False,86
Rebecca Hill,96,High,High,False,81
Scott Carter,28,Low,Medium,False,99
Emily Hanna,2,High,Medium,True,78
Mrs. Courtney Armstrong,82,Low,Medium,False,33
Stephanie Buchanan,25,Medium,High,False,79
Jennifer Baker,68,High,Medium,True,64
Troy Luna,12,Low,High,True,59
Kevin Orr,52,Low,Low,False,29
James Hernandez,57,High,Low,False,64
Erica Harrison,28,Low,High,True,77
Melissa Smith,84,High,High,False,97
Jeffrey Mitchell,59,Low,High,False,36
Jordan Obrien,41,Medium,High,False,53
Shannon French,7,High,Medium,True,51
Paul Anderson,49,Medium,Low,True,92
James Mills,71,High,High,False,30
Debbie Myers,55,High,High,False,97
Dawn Daniels,12,Medium,Low,False,97
Mary Brown,33,High,Medium,True,16
Heather Brown,96,Medium,Medium,False,55
Stephen Livingston,8,High,Medium,False,27
Megan Jackson,55,High,High,False,18
Steven Jennings,36,Medium,Low,True,90
Jordan Gomez,61,Low,Low,False,39
Dustin Mitchell,57,Low,Low,True,77
Pamela Mills,80,High,Low,True,46
Matthew Dyer,13,High,Medium,False,77
James Pearson,97,High,High,False,21
Michele Pacheco,87,Low,Medium,True,40
Paul Wright,69,High,Low,True,37
Jared Kramer IV,56,Low,High,False,20
Mark Joseph,23,High,Medium,False,59
Richard Griffin,27,High,High,True,28
Amanda Rhodes MD,6,Low,Low,True,55
Russell Ross,26,Low,High,False,66
Robert Williams,21,High,Medium,True,77
Gregory Williams,26,Low,High,False,68
Jonathan Murphy,80,Medium,High,False,38
Clinton Burke,18,Medium,Medium,False,79
Tonya Greene,93,Medium,High,True,49
William Navarro,18,Medium,Low,False,6
John Savage,62,Low,Low,True,69
Lindsey Mcconnell,15,Medium,High,True,71
Doris Nunez,67,Low,Low,True,80
Angela Church,15,High,Low,True,82
Alicia Smith,63,Medium,High,False,66
Aaron Roberts,25,Medium,Medium,True,83
Tony Jones,90,Medium,Low,True,34
Melissa Mitchell,93,High,Low,False,52
Jason Martin,97,High,High,False,89
Kristi James,46,Low,Medium,True,63
Alyssa Fox,17,Low,High,True,64
Tara Wang,0,Medium,High,True,89
Emily Gonzalez,41,High,Medium,False,44
Richard Carter,33,High,High,False,26
Mr. Scott Allen,88,Medium,Low,True,68
Christine Gomez DDS,72,Low,Medium,True,93
Jeremy Williams,79,Medium,Low,True,54
David Jimenez,17,Medium,Medium,False,53
Mr. Anthony Williams PhD,75,Low,High,True,62
Hunter Pacheco,43,High,Low,True,57
Jessica Sanchez,97,Medium,High,True,60
Suzanne Hernandez,63,Low,Low,False,90
Jeremy Mora,62,High,High,False,19
Paul Ross,47,High,Medium,False,9
Andre Brown,62,High,Low,True,47
Jonathan Dickson,21,High,High,False,9
Anthony Cobb,24,Medium,Medium,True,70
David Morris,27,Medium,Low,False,34
Shannon Ward,40,High,Medium,True,91
Brandi Juarez DDS,51,High,Low,True,17
Lisa Ponce,11,Low,Medium,False,100
Jerry Rios,80,Low,High,True,15
Diane Conrad,86,Low,Low,True,91
Brian Dawson,43,Low,High,True,95
Adam Rodriguez,38,High,High,True,70
Annette Gilmore,28,Medium,High,False,58
Preston Martinez,81,Low,Low,False,8
Erik Carr Jr.,14,Low,Low,True,42
Angel Delgado,77,High,Low,True,86
Stephanie Bennett,99,High,High,True,30
Kenneth James,30,Medium,High,True,40
Kevin Martinez,48,Low,Medium,True,10
Christopher Hunt,64,High,Medium,True,82
Cindy Curry,89,Medium,Medium,True,81
Robert Sampson,24,High,Medium,True,39
Troy Ruiz,86,Low,High,True,56
Henry Brown,14,High,Medium,False,79
Angela Elliott,87,Medium,Low,False,85
Kayla Davis,51,High,High,False,50
Jamie Young,24,Medium,High,True,22
Daniel Graham,31,High,Low,False,56
Kayla Chase,78,High,Medium,False,3
Lindsey Baker,20,Medium,Medium,True,0
Jordan Mclaughlin,84,Low,Medium,True,41
Thomas Hanna,50,Medium,High,True,83
Mark Lynch,99,High,High,False,89
Jennifer Hernandez PhD,46,Medium,Medium,True,77
Katie Wilson,98,High,High,True,39
Victor Smith,75,Low,High,False,38
Barbara Bailey,85,Medium,Low,True,56
Shannon Patterson,94,Low,Low,True,33
Lisa Smith,3,High,High,True,12
Jonathan Mitchell,42,Low,High,False,88
Christina Williams,20,Low,Low,False,90
Jeff Johnson,3,Low,High,True,91
Courtney Brown,29,Medium,Low,True,21
Courtney Fischer,56,Low,Low,True,62
Sandra Quinn,61,High,Medium,False,86
Shelly Bauer,81,Medium,Low,True,40
Renee Robinson,97,Low,Medium,True,48
Patricia Mendoza,52,High,High,True,39
Steve Smith,71,Low,Medium,False,85
Shawn Taylor,12,High,High,True,1
Jake Ayala,49,Low,Low,True,66
Charles Stephens,54,Low,Low,False,55
Terri Smith,1,High,Low,True,50
Mary Peterson,71,Low,Low,True,72
William Ramirez,23,Low,Low,False,92
Larry Carson,79,High,Medium,True,30
Alexander Cruz,66,High,Medium,True,80
Robert Smith,1,Low,High,True,88
Heather Trevino,48,Medium,Low,True,13
Karen Garcia,83,Low,Low,False,48
Christopher Martin,66,Medium,Medium,True,31
Tracy Aguilar,42,Low,Medium,True,66
Samuel Benson,72,High,Low,True,97
Natalie Miller,71,Medium,Medium,True,2
Holly Miller,29,Low,Medium,True,62
Jonathan Lewis,20,Medium,High,True,97
Stephanie Duran,19,Low,High,True,46
Christopher Molina,32,Medium,Low,True,81
Sara Jimenez,29,Low,High,True,69
Elizabeth Green,8,Low,Low,True,89
Ethan Strickland,23,High,Medium,True,11
Robert Lee,90,Low,Medium,True,79
Zachary Maxwell,44,Low,Low,True,65
Lisa Powell,91,Medium,Medium,True,56
Jacqueline Arnold,18,High,Low,True,7
Laurie Greene,71,Medium,Medium,False,17
Mark Fox,4,High,Medium,True,12
Donna Martinez,32,High,Low,False,75
Todd Martinez,87,Medium,Medium,False,83
Michael Mata,54,Medium,Medium,False,45
Katherine Ferrell,65,Low,Low,True,71
Desiree Moore,46,Low,High,False,47
Rebecca Hudson,91,High,Medium,True,98
Latoya Martin,33,High,High,True,65
Richard Diaz,86,Medium,High,True,71
Donald Murray,31,Medium,Low,True,88
Denise Curtis,45,High,Low,True,85
Ricky Khan,78,Low,High,True,89
Jacob Bell,9,Medium,High,False,65
Elizabeth Gregory,28,Low,Low,False,55
Sheila Mendoza,15,High,Low,False,41
Carl Howard,40,Low,Medium,True,30
Alexis Blair,12,Low,High,False,17
Jennifer Johnson,41,Medium,High,True,95
Jason White,54,Low,High,False,56
Emily Perez,37,High,Low,False,93
Valerie Waters,46,Low,Low,False,6
Janice Cooper,0,Low,Low,False,57
Todd Davidson,36,Low,Low,True,94
Shelly Roberts,60,High,High,False,90
Chase Lynch,56,Low,Low,True,72
Victoria Wong,33,High,High,False,77
Margaret Perez,31,Medium,Low,False,7
Mary Wilson,25,Medium,Low,False,89
Jose Miller,63,Low,Medium,False,66
Chelsea Watson,57,Medium,Low,False,55
Joseph Fleming,14,High,Low,True,98
John Williams,47,Low,Medium,False,2
Rhonda Anthony,26,Low,Medium,False,27
Michael Maddox,25,High,Medium,False,22
Erin Brooks,31,Medium,High,False,90
Zachary Anderson,3,Medium,High,True,87
Larry Boyle,47,High,High,False,82
Jason Perez,85,Medium,Medium,False,25
Glenn Hendrix,18,Medium,Medium,False,39
Todd Bruce,45,High,Medium,True,34
Jason Nguyen,67,High,Medium,False,44
Charles Stanley,12,Low,Low,True,99
Billy Johnson,93,Low,High,False,53
Theresa Lin,66,Low,Low,False,62
Frederick Powers,13,Low,Low,True,70
Margaret Walls,28,High,High,True,73
Dustin Hampton,95,Medium,Medium,False,86
Melanie Brown,7,Low,Low,True,67
Richard Brown,97,High,Medium,False,53
Michael Huff,26,High,Medium,False,50
Cheryl Mullins,87,High,High,True,90
Katherine Gutierrez,91,Low,Medium,False,54
Michael Wood,29,Low,Low,True,41
David Walker,39,Low,Low,False,72
Michael Porter,3,High,High,True,83
Heather Young,93,Medium,Medium,False,98
Julie Jackson,41,Medium,Medium,False,74
Anthony Donaldson,52,Medium,Medium,False,55
Veronica Wilson,47,Medium,Low,True,82
Megan Ray,10,Low,Medium,False,19
Kevin Martinez,99,High,Low,False,77
Heather Mack,80,High,Low,False,83
James Johnson MD,78,Medium,Low,True,72
Jason Anderson,84,Low,High,False,60
Mary Mitchell,71,Medium,Medium,True,76
Richard Mcdonald,45,High,Medium,True,86
Emily Gordon,42,Medium,High,False,94
Melissa Richardson,11,High,High,False,41
Nicole Gill,55,Medium,Medium,True,25
Crystal Morris,76,High,High,True,4
Christopher Anderson,53,High,Low,False,58
Dennis Jones,29,Low,Low,True,76
Adriana Cervantes,9,Low,Medium,False,8
Laura Gardner,78,Low,High,False,6
Manuel Wilson,76,Low,Medium,False,53
Christina Ruiz,85,Low,Low,True,58
Tammy Jenkins,61,Low,Medium,True,94
Leah Gonzalez,67,Medium,Medium,False,22
Jared Hughes,3,Medium,High,False,66
Scott Williams,25,Low,Medium,True,8
Michael Walker,0,Low,Medium,False,34
Barry Fisher,22,Medium,Medium,False,73
James Rodriguez,72,Low,Low,True,31
Daniel Davila,45,High,Low,True,38
Eric Scott,42,Low,High,True,92
Kimberly Smith,17,High,Low,False,38
Kathleen Mitchell,24,Medium,High,False,38
Albert Jackson,100,High,High,True,76
Robert Wright,79,Low,Medium,False,57
Jennifer Strickland,69,High,Low,False,6
Lawrence Gibson,55,High,Low,False,90
Phillip Bell,40,Low,Medium,True,66
Hunter Ellis,20,Low,High,False,88
Julie Hansen,34,Low,Low,False,42
Kathryn Brown,6,Low,High,False,55
Margaret Good,31,Medium,Medium,False,43
William Hudson,63,Low,Low,True,85
Roberta Mcdowell,74,Low,High,False,53
Lori Ellis DVM,12,Low,Medium,True,7
Kenneth Stewart,45,Medium,High,True,26
Matthew Palmer,42,Medium,Medium,False,48
Melissa Davis,97,Low,High,True,36
Mark Ross,76,Low,Medium,False,63
Thomas Rich MD,14,Medium,Medium,True,0
Thomas Curtis,83,Low,Low,True,39
Phyllis Smith,29,High,High,False,64
Monica Cole,74,Medium,Low,True,57
Annette Parks,44,Medium,High,True,16
Brittany Sanders,59,High,Medium,False,54
Austin Craig,12,Low,Medium,False,80
Maria Hall,80,Low,Medium,False,57
James Dalton,38,Low,Low,True,67
Jimmy Stephens,75,Low,Low,True,2
William Hicks,34,High,High,False,55
Kenneth Stuart,57,Low,Low,True,37
John Short,28,Low,Low,True,40
William Wilson,30,Low,Medium,False,77
Charles Sampson,70,Medium,Low,False,94
Earl Khan,44,High,High,False,25
Kevin Lopez,82,Low,Medium,False,49
Tami Howard,5,High,High,False,40
Justin Williams,0,Low,Low,False,59
Autumn Leblanc,14,Medium,High,True,68
Dana Maddox,79,High,High,False,80
Gabriel Roberts,69,Medium,Medium,True,60
Allison Wells,51,Low,Low,True,11
Robert Scott,2,Low,High,False,99
Mary Chambers,42,High,Medium,False,10
William Williams,11,High,Medium,True,6
Travis Alvarado,13,High,High,True,20
Mark Lawson,81,Medium,Medium,True,22
Robert Lynch,68,High,Medium,False,74
Kristin Johnson,0,Medium,Low,True,48
Robert Howard,54,High,High,False,4
Lisa Wade,47,High,Medium,True,60
April Phillips DDS,74,High,Low,True,70
Sally Estrada,68,High,High,True,44
Jose Brock,57,Low,Medium,True,80
Stephanie Rose,69,Medium,Medium,False,69
Gregory Gilbert,72,Medium,Low,False,1
Donna Snyder,57,Low,High,True,3
Andrew Douglas,34,High,Medium,True,23
Charles Parrish,47,Low,Low,True,73
Joseph Gutierrez,80,Low,Medium,True,47
Virginia Manning,8,Low,High,False,96
Christopher Campbell,11,Low,Low,False,93
Mathew Frazier,76,Low,Medium,False,7
Robert Diaz,4,High,Medium,True,40
Jeremy Weber,81,Low,Medium,True,96
Richard Bell,32,High,Low,False,9
Kyle Alvarez,81,High,Low,True,84
Jonathan Moore,27,High,High,True,49
Jordan Jackson,40,Low,High,True,32
Matthew Castro,79,High,Low,True,22
Michael Hernandez,45,Low,High,False,45
Andrea Robbins,90,Low,Medium,True,77
Eric Young,16,Low,Low,True,94
Toni Gonzalez,37,Medium,Medium,True,64
Todd Harris,30,Low,Low,False,78
Derek Spencer,4,Low,Low,False,44
Robert Peterson,53,Medium,High,True,68
Scott Williamson MD,70,Medium,High,False,53
Kellie Conner,44,Medium,Medium,True,43
Carlos Lawson,6,Medium,Low,True,16
Ellen Evans,37,Medium,Medium,False,55
Randy Jenkins,18,High,High,True,50
Tony Crawford,11,High,High,True,75
Aaron Bates,57,High,High,False,73
Troy Goodman,47,Low,Medium,True,89
William Jackson,65,Low,Medium,True,93
Frank Murphy,20,Low,Low,False,93
William Hernandez,96,High,Medium,True,30
Travis Henderson,79,High,Medium,True,64
Tracey Gardner,48,Low,Medium,True,26
Ann Hunter,42,High,Low,False,32
Danielle Hawkins,90,Low,High,False,81
Rodney Ward,24,Medium,Medium,True,32
Emily Morgan,71,High,High,True,99
Jeffery Lewis,68,Low,Low,True,70
John Hart,80,Low,Low,False,57
Ruth Curry,41,Medium,Medium,False,81
Jacob Larson,84,Medium,High,True,53
Ernest Nguyen,23,Medium,High,True,28
Michael Griffin,0,High,High,True,50
Donna Mckinney,7,Medium,Medium,False,45
Andrew Ferguson,2,Low,High,False,12
Joseph Young,72,High,Medium,True,57
Mr. Clarence Mclaughlin,51,Medium,High,True,24
Jessica Morales,46,Medium,Low,True,45
Karen Harrison,80,Medium,Medium,False,5
Elizabeth Green,90,Medium,High,True,18
Brittney Hart,15,Medium,Medium,False,55
Jeffrey Davis,9,Medium,High,True,72
Michael Ross,12,High,Medium,False,18
Daniel Andrade,15,Medium,Medium,False,26
Mary Smith,95,High,High,False,93
Barbara Brooks,82,Medium,Medium,False,0
Katherine Dawson,2,Medium,Low,True,100
Kelly Nguyen,67,Low,High,True,74
Lisa Richards,16,Low,High,True,9
Kristin Lee,56,Medium,High,False,60
Victoria Reed,56,High,Low,False,93
Isaiah Johnson DDS,34,Medium,Low,True,33
Meghan Trevino,5,Low,Medium,False,77
Brian Ramos,85,Low,Low,True,83
Ann Barnes,59,High,Low,True,33
Sandy Nicholson,31,Medium,Medium,False,8
Adam Barr,100,Low,Medium,True,15
Susan Warner,16,High,High,True,9
Colleen Montoya,9,Low,Low,False,14
Kurt West,68,High,High,True,57
Daniel Davis,74,Low,Low,True,80
Tammy Alvarez,11,Medium,Medium,True,4
Andrew Clark,26,Low,High,False,70
Jeffery Kelley,47,Low,Medium,False,71
Elizabeth Allen,3,Medium,Low,True,67
Denise Nguyen,26,Medium,Medium,True,79
Lindsay Nash,28,Medium,High,False,66
Patricia Howard,21,High,High,True,49
Janet Richards,43,High,Medium,True,38
Steve Owen,80,High,Medium,False,18
Ronald Jackson,53,Low,Low,False,52
Desiree Alexander,90,High,Low,False,52
David George,23,High,High,False,42
Kevin Harper,98,Low,Medium,True,25
Benjamin Wright,57,Low,Medium,True,61
Francis Holmes,21,High,High,False,24
William Douglas,14,Low,Medium,True,25
Nicholas Alvarez DVM,45,High,High,True,25
Jose Kim,5,Medium,High,False,64
Shannon Hurst,78,Medium,Medium,True,98
Mark Lyons,19,Low,Medium,False,45
Danielle Ortiz,55,Medium,Medium,False,11
David Grimes,58,Medium,Medium,True,29
Angela Morales,13,High,High,False,75
Sarah Lynch,62,Low,High,False,88
Michelle Neal,8,Low,Low,True,62
Barbara Lopez,68,Low,Low,False,4
Miranda Matthews,5,Low,Low,True,76
Joseph Garcia,50,Low,Medium,False,73
Larry Jones,27,Medium,Medium,True,21
John Guerrero,49,High,Medium,False,93
Julia Sampson,87,Low,Medium,True,39
Christy Martinez,68,Medium,Low,True,29
Pamela Lewis,13,High,High,True,43
Amanda Young,12,Medium,Low,False,6
Christina Holmes,31,Medium,Medium,False,8
Laura Boyle,80,Medium,Medium,True,36
Elizabeth Griffin,48,Low,High,True,75
Susan Hess,22,High,Low,False,85
Brian Morris,35,High,Low,True,68
Debra Kent,95,Medium,Low,True,46
Steven Mcpherson,75,High,Low,True,65
Chelsea Cantrell,83,Medium,Low,True,72
Daniel Cox,5,High,High,False,81
Kimberly Allison,11,High,High,True,37
Johnathan Dunn,58,High,High,True,95
Jason Beltran,96,Medium,Medium,False,17
Heidi Nguyen,78,Medium,Medium,True,23
Jeremy Salazar,59,Low,Low,False,0
Melissa Williams,12,Medium,Low,False,65
Mark Mendez,83,High,Low,True,10
Ryan Rowe,82,Low,Low,True,87
Casey Curtis,10,High,High,True,69
Mr. Bobby Barrett,29,Medium,Medium,True,53
Jerry Williams,38,Low,Low,True,22
Jason Vazquez,100,Medium,Low,True,74
Maria Carter,91,High,High,True,19
Scott Soto,73,Medium,High,False,37
Dr. James Andrews,54,Medium,High,True,93
Patrick Barnett,12,Low,High,True,59
Sandra Garcia,8,Low,Low,False,50
Julie Brown,46,High,Low,True,66
Andre Dunn,53,Medium,Low,True,13
Katrina Evans,22,High,High,False,53
Brandon Mcguire,37,Low,High,False,3
Whitney Hernandez,32,Low,Low,True,100
Tammy Sexton,68,Medium,Medium,False,57
Tyler Salinas,86,Low,Low,False,59
Jason Olsen,75,High,High,True,59
Yolanda Bailey,37,High,Low,False,5
Kyle Bradley,61,Low,Low,False,25
Benjamin Faulkner,53,High,Low,True,76
Thomas Hernandez,72,High,Medium,False,44
Shannon Juarez,50,High,Medium,True,39
Emily Glover,40,Low,High,True,62
Clifford Daniel,18,High,Medium,True,33
Melanie Cross,34,High,High,False,41
Brian Ross,11,Low,Medium,False,48
Christopher Compton,27,High,Low,False,80
Michael Harris,32,Low,High,False,62
Kathleen Anderson,1,High,Medium,True,94
Jennifer Johnston,12,Medium,Low,True,97
Stephanie Roberts,15,Medium,High,True,98
Andrea Craig,67,Low,Low,False,86
Lindsey Johnson,46,Medium,High,True,74
Taylor Stewart,75,Medium,High,False,53
Alison Gross,5,Medium,High,False,8
Maria Douglas DVM,93,High,High,False,32
Jeffrey Smith,28,Low,Low,True,66
Alexander Smith,36,Low,Low,False,77
Melody Rivera,3,High,Low,True,93
Jamie Levy,57,Medium,Medium,True,46
Patricia Andrews,85,Medium,Low,True,0
Timothy Joseph,72,High,Medium,True,69
Krystal Howell,57,Medium,Medium,False,61
Anthony Short,3,Low,High,False,27
Ebony Oneill,63,High,Low,True,16
Darren Stewart,21,High,High,False,19
Christina Watson,89,Low,Medium,False,100
Laura Rodriguez,28,High,High,False,100
Rebecca Carroll,95,High,Low,False,63
